Date,History,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
36452.35199,240.1005096,36452.35199,129.6542752,36452.35199,264.1105606,36452.35199,295.3236269,36452.35199,235.2984994,36452.35199,158.4663364,36452.35199,213.6894536,36452.35199,192.0804077,36452.35199,288.1206116,36452.35199,292.9226218,36452.35199,268.9125708,36452.35199,120.0502548,36452.35199,294.3632248,36452.35199,283.3186014,36452.35199,168.0703568,36452.35199,273.714581,36452.35199,293.4028228,36452.35199,300.1256371,36452.35199,297.724632,36452.35199,144.0603058,36452.35199,360.1507645,36452.35199,172.8723669,36452.35199,303.847195,36452.35199,302.5266422,36452.35199,132.0552803,36452.35199,298.9251345,36452.35199,303.7271447,36452.35199,254.5065402,36452.35199,67.2281427,36452.35199,278.5165912,36452.35199,216.0904587
36454.16052,240.1231232,36454.16052,129.6664865,36454.16052,264.1354355,36454.16052,295.3514415,36454.16052,235.3206607,36454.16052,158.4812613,36454.16052,213.7095796,36454.16052,192.0984985,36454.16052,288.1477478,36454.16052,292.9502103,36454.16052,268.9378979,36454.16052,120.0615616,36454.16052,294.390949,36454.16052,283.3452853,36454.16052,168.0861862,36454.16052,273.7403604,36454.16052,293.4304565,36454.16052,300.153904,36454.16052,297.7526727,36454.16052,144.0738739,36454.16052,360.1846848,36454.16052,172.8886487,36454.16052,303.8758124,36454.16052,302.5551352,36454.16052,132.0677177,36454.16052,298.9532883,36454.16052,303.7557508,36454.16052,254.5305106,36454.16052,67.23447449,36454.16052,278.5428229,36454.16052,216.1108109
36456.42114,240.1524353,36456.42114,129.6823151,36456.42114,264.1676788,36456.42114,295.3874954,36456.42114,235.3493866,36456.42114,158.5006073,36456.42114,213.7356674,36456.42114,192.1219482,36456.42114,288.1829224,36456.42114,292.9859711,36456.42114,268.9707275,36456.42114,120.0762177,36456.42114,294.4268857,36456.42114,283.3798737,36456.42114,168.1067047,36456.42114,273.7737762,36456.42114,293.4662759,36456.42114,300.1905441,36456.42114,297.7890198,36456.42114,144.0914612,36456.42114,360.228653,36456.42114,172.9097534,36456.42114,303.9129069,36456.42114,302.5920685,36456.42114,132.0838394,36456.42114,298.989782,36456.42114,303.7928307,36456.42114,254.5615814,36456.42114,67.24268188,36456.42114,278.576825,36456.42114,216.1371918
36459.24701,240.1901398,36459.24701,129.7026755,36459.24701,264.2091537,36459.24701,295.4338719,36459.24701,235.386337,36459.24701,158.5254922,36459.24701,213.7692244,36459.24701,192.1521118,36459.24701,288.2281677,36459.24701,293.0319705,36459.24701,269.0129565,36459.24701,120.0950699,36459.24701,294.4731114,36459.24701,283.4243649,36459.24701,168.1330978,36459.24701,273.8167593,36459.24701,293.5123508,36459.24701,300.2376747,36459.24701,297.8357733,36459.24701,144.1140839,36459.24701,360.2852097,36459.24701,172.9369006,36459.24701,303.9606219,36459.24701,302.6395761,36459.24701,132.1045769,36459.24701,299.036724,36459.24701,303.8405268,36459.24701,254.6015482,36459.24701,67.25323914,36459.24701,278.6205621,36459.24701,216.1711258
36462.12347,240.2292938,36462.12347,129.7238187,36462.12347,264.2522232,36462.12347,295.4820314,36462.12347,235.4247079,36462.12347,158.5513339,36462.12347,213.8040715,36462.12347,192.1834351,36462.12347,288.2751526,36462.12347,293.0797385,36462.12347,269.0568091,36462.12347,120.1146469,36462.12347,294.5211142,36462.12347,283.4705667,36462.12347,168.1605057,36462.12347,273.861395,36462.12347,293.5601971,36462.12347,300.2866173,36462.12347,297.8843243,36462.12347,144.1375763,36462.12347,360.3439407,36462.12347,172.9650916,36462.12347,304.0101713,36462.12347,302.6889102,36462.12347,132.1261116,36462.12347,299.0854708,36462.12347,303.8900567,36462.12347,254.6430515,36462.12347,67.26420227,36462.12347,278.6659808,36462.12347,216.2063644
36465,240.2688293,36465,129.7451678,36465,264.2957123,36465,295.5306601,36465,235.4634527,36465,158.5774274,36465,213.8392581,36465,192.2150635,36465,288.3225952,36465,293.1279718,36465,269.1010889,36465,120.1344147,36465,294.5695848,36465,283.5172186,36465,168.1881805,36465,273.9064655,36465,293.6085095,36465,300.3360367,36465,297.9333484,36465,144.1612976,36465,360.403244,36465,172.9935571,36465,304.0602035,36465,302.738725,36465,132.1478561,36465,299.1346925,36465,303.9400691,36465,254.6849591,36465,67.27527222,36465,278.711842,36465,216.2419464
36468.59564,240.2931824,36468.59564,129.7583185,36468.59564,264.3225006,36468.59564,295.5606143,36468.59564,235.4873188,36468.59564,158.5935004,36468.59564,213.8609323,36468.59564,192.2345459,36468.59564,288.3518188,36468.59564,293.1576825,36468.59564,269.1283643,36468.59564,120.1465912,36468.59564,294.5994416,36468.59564,283.5459552,36468.59564,168.2052277,36468.59564,273.9342279,36468.59564,293.6382689,36468.59564,300.366478,36468.59564,297.9635461,36468.59564,144.1759094,36468.59564,360.4397736,36468.59564,173.0110913,36468.59564,304.0910223,36468.59564,302.7694098,36468.59564,132.1612503,36468.59564,299.1650121,36468.59564,303.9708757,36468.59564,254.7107733,36468.59564,67.28209106,36468.59564,278.7400916,36468.59564,216.2638641
36470.79779,240.3120117,36470.79779,129.7684863,36470.79779,264.3432129,36470.79779,295.5837744,36470.79779,235.5057715,36470.79779,158.6059277,36470.79779,213.8776904,36470.79779,192.2496094,36470.79779,288.3744141,36470.79779,293.1806543,36470.79779,269.1494531,36470.79779,120.1560059,36470.79779,294.6225264,36470.79779,283.5681738,36470.79779,168.2184082,36470.79779,273.9556934,36470.79779,293.6612783,36470.79779,300.3900146,36470.79779,297.9868945,36470.79779,144.187207,36470.79779,360.4680176,36470.79779,173.0246484,36470.79779,304.1148508,36470.79779,302.7931348,36470.79779,132.1716064,36470.79779,299.1884546,36470.79779,303.9946948,36470.79779,254.7307324,36470.79779,67.28736328,36470.79779,278.7619336,36470.79779,216.2808105
36473,240.3351288,36473,129.7809695,36473,264.3686417,36473,295.6122084,36473,235.5284262,36473,158.621185,36473,213.8982646,36473,192.268103,36473,288.4021545,36473,293.2088571,36473,269.1753442,36473,120.1675644,36473,294.6508679,36473,283.595452,36473,168.2345901,36473,273.9820468,36473,293.6895274,36473,300.418911,36473,298.0155597,36473,144.2010773,36473,360.5026932,36473,173.0412927,36473,304.1441055,36473,302.8222623,36473,132.1843208,36473,299.2172353,36473,304.0239379,36473,254.7552365,36473,67.29383606,36473,278.7887494,36473,216.3016159
36474,240.3522644,36474,129.7902228,36474,264.3874908,36474,295.6332852,36474,235.5452191,36474,158.6324945,36474,213.9135153,36474,192.2818115,36474,288.4227173,36474,293.2297626,36474,269.1945361,36474,120.1761322,36474,294.6718762,36474,283.615672,36474,168.2465851,36474,274.0015814,36474,293.7104671,36474,300.4403305,36474,298.0368079,36474,144.2113586,36474,360.5283966,36474,173.0536304,36474,304.1657906,36474,302.8438531,36474,132.1937454,36474,299.2385692,36474,304.0456145,36474,254.7734003,36474,67.29863403,36474,278.8086267,36474,216.317038
36475.25,240.3735352,36475.25,129.801709,36475.25,264.4108887,36475.25,295.6594482,36475.25,235.5660645,36475.25,158.6465332,36475.25,213.9324463,36475.25,192.2988281,36475.25,288.4482422,36475.25,293.2557129,36475.25,269.2183594,36475.25,120.1867676,36475.25,294.6979541,36475.25,283.6407715,36475.25,168.2614746,36475.25,274.0258301,36475.25,293.73646,36475.25,300.4669189,36475.25,298.0631836,36475.25,144.2241211,36475.25,360.5603027,36475.25,173.0689453,36475.25,304.1927087,36475.25,302.8706543,36475.25,132.2054443,36475.25,299.2650513,36475.25,304.072522,36475.25,254.7959473,36475.25,67.30458984,36475.25,278.8333008,36475.25,216.3361816
36476.125,240.3925934,36476.125,129.8120004,36476.125,264.4318527,36476.125,295.6828899,36476.125,235.5847415,36476.125,158.6591116,36476.125,213.9494081,36476.125,192.3140747,36476.125,288.4711121,36476.125,293.2789639,36476.125,269.2397046,36476.125,120.1962967,36476.125,294.7213195,36476.125,283.6632602,36476.125,168.2748154,36476.125,274.0475565,36476.125,293.7597491,36476.125,300.4907417,36476.125,298.0868158,36476.125,144.235556,36476.125,360.5888901,36476.125,173.0826672,36476.125,304.2168269,36476.125,302.8946677,36476.125,132.2159264,36476.125,299.2887788,36476.125,304.0966306,36476.125,254.816149,36476.125,67.30992615,36476.125,278.8554083,36476.125,216.353334
36477,240.412323,36477,129.8226544,36477,264.4535553,36477,295.7071573,36477,235.6040765,36477,158.6721332,36477,213.9669675,36477,192.3298584,36477,288.4947876,36477,293.3030341,36477,269.2618018,36477,120.2061615,36477,294.745508,36477,283.6865411,36477,168.2886261,36477,274.0700482,36477,293.7838587,36477,300.5154037,36477,298.1112805,36477,144.2473938,36477,360.6184845,36477,173.0968726,36477,304.2417948,36477,302.919527,36477,132.2267776,36477,299.3133421,36477,304.1215886,36477,254.8370624,36477,67.31545044,36477,278.8782947,36477,216.3710907
36478.09375,240.4192352,36478.09375,129.826387,36478.09375,264.4611588,36478.09375,295.7156593,36478.09375,235.6108505,36478.09375,158.6766953,36478.09375,213.9731194,36478.09375,192.3353882,36478.09375,288.5030823,36478.09375,293.311467,36478.09375,269.2695435,36478.09375,120.2096176,36478.09375,294.7539824,36478.09375,283.6946976,36478.09375,168.2934647,36478.09375,274.0779282,36478.09375,293.7923055,36478.09375,300.524044,36478.09375,298.1198517,36478.09375,144.2515411,36478.09375,360.6288528,36478.09375,173.1018494,36478.09375,304.2505422,36478.09375,302.9282364,36478.09375,132.2305794,36478.09375,299.3219479,36478.09375,304.1303326,36478.09375,254.8443893,36478.09375,67.31738586,36478.09375,278.8863129,36478.09375,216.3773117
36479.46094,240.4259644,36479.46094,129.8300208,36479.46094,264.4685608,36479.46094,295.7239362,36479.46094,235.6174451,36479.46094,158.6811365,36479.46094,213.9791083,36479.46094,192.3407715,36479.46094,288.5111572,36479.46094,293.3196765,36479.46094,269.2770801,36479.46094,120.2129822,36479.46094,294.7622323,36479.46094,283.7026379,36479.46094,168.298175,36479.46094,274.0855994,36479.46094,293.8005284,36479.46094,300.5324554,36479.46094,298.1281958,36479.46094,144.2555786,36479.46094,360.6389465,36479.46094,173.1066943,36479.46094,304.2590579,36479.46094,302.9367151,36479.46094,132.2342804,36479.46094,299.3303256,36479.46094,304.1388449,36479.46094,254.8515222,36479.46094,67.31927002,36479.46094,278.8941187,36479.46094,216.3833679
36481.16992,240.4332886,36481.16992,129.8339758,36481.16992,264.4766174,36481.16992,295.7329449,36481.16992,235.6246228,36481.16992,158.6859705,36481.16992,213.9856268,36481.16992,192.3466309,36481.16992,288.5199463,36481.16992,293.3286121,36481.16992,269.2852832,36481.16992,120.2166443,36481.16992,294.7712118,36481.16992,283.7112805,36481.16992,168.303302,36481.16992,274.093949,36481.16992,293.8094786,36481.16992,300.5416107,36481.16992,298.1372778,36481.16992,144.2599731,36481.16992,360.6499329,36481.16992,173.1119678,36481.16992,304.2683267,36481.16992,302.9459436,36481.16992,132.2383087,36481.16992,299.3394443,36481.16992,304.14811,36481.16992,254.8592859,36481.16992,67.3213208,36481.16992,278.9026147,36481.16992,216.3899597
36483.30615,240.442337,36483.30615,129.838862,36483.30615,264.4865707,36483.30615,295.7440746,36483.30615,235.6334903,36483.30615,158.6919424,36483.30615,213.99368,36483.30615,192.3538696,36483.30615,288.5308044,36483.30615,293.3396512,36483.30615,269.2954175,36483.30615,120.2211685,36483.30615,294.7823052,36483.30615,283.7219577,36483.30615,168.3096359,36483.30615,274.1042642,36483.30615,293.8205359,36483.30615,300.5529213,36483.30615,298.1484979,36483.30615,144.2654022,36483.30615,360.6635056,36483.30615,173.1184827,36483.30615,304.2797775,36483.30615,302.9573447,36483.30615,132.2432854,36483.30615,299.3507096,36483.30615,304.1595564,36483.30615,254.8688773,36483.30615,67.32385437,36483.30615,278.913111,36483.30615,216.3981033
36485.97644,240.4565887,36485.97644,129.8465579,36485.97644,264.5022476,36485.97644,295.7616042,36485.97644,235.6474569,36485.97644,158.7013486,36485.97644,214.006364,36485.97644,192.365271,36485.97644,288.5479065,36485.97644,293.3570383,36485.97644,269.3113794,36485.97644,120.2282944,36485.97644,294.7997778,36485.97644,283.7387747,36485.97644,168.3196121,36485.97644,274.1205112,36485.97644,293.8379514,36485.97644,300.5707359,36485.97644,298.16617,36485.97644,144.2739532,36485.97644,360.6848831,36485.97644,173.1287439,36485.97644,304.2978131,36485.97644,302.9753018,36485.97644,132.2511238,36485.97644,299.368453,36485.97644,304.1775848,36485.97644,254.8839841,36485.97644,67.32784485,36485.97644,278.9296429,36485.97644,216.4109299
36489.02142,240.4736328,36489.02142,129.8557617,36489.02142,264.5209961,36489.02142,295.7825684,36489.02142,235.6641601,36489.02142,158.7125977,36489.02142,214.0215332,36489.02142,192.3789063,36489.02142,288.5683594,36489.02142,293.377832,36489.02142,269.3304688,36489.02142,120.2368164,36489.02142,294.8206738,36489.02142,283.7588867,36489.02142,168.331543,36489.02142,274.1399414,36489.02142,293.8587793,36489.02142,300.592041,36489.02142,298.1873047,36489.02142,144.2841797,36489.02142,360.7104492,36489.02142,173.1410156,36489.02142,304.3193823,36489.02142,302.9967773,36489.02142,132.260498,36489.02142,299.3896729,36489.02142,304.1991455,36489.02142,254.9020508,36489.02142,67.33261719,36489.02142,278.9494141,36489.02142,216.4262695
36492.01074,240.4897461,36492.01074,129.8644629,36492.01074,264.5387207,36492.01074,295.8023877,36492.01074,235.6799512,36492.01074,158.7232324,36492.01074,214.035874,36492.01074,192.3917969,36492.01074,288.5876953,36492.01074,293.3974902,36492.01074,269.3485156,36492.01074,120.244873,36492.01074,294.8404287,36492.01074,283.7779004,36492.01074,168.3428223,36492.01074,274.1583105,36492.01074,293.8784697,36492.01074,300.6121826,36492.01074,298.2072852,36492.01074,144.2938477,36492.01074,360.7346191,36492.01074,173.1526172,36492.01074,304.3397737,36492.01074,303.0170801,36492.01074,132.2693604,36492.01074,299.4097339,36492.01074,304.2195288,36492.01074,254.9191309,36492.01074,67.33712891,36492.01074,278.9681055,36492.01074,216.4407715
36495,240.5060272,36495,129.8732547,36495,264.5566299,36495,295.8224135,36495,235.6959067,36495,158.733978,36495,214.0503642,36495,192.4048218,36495,288.6072327,36495,293.4173532,36495,269.3667505,36495,120.2530136,36495,294.8603894,36495,283.7971121,36495,168.3542191,36495,274.176871,36495,293.8983653,36495,300.632534,36495,298.2274738,36495,144.3036163,36495,360.7590408,36495,173.1643396,36495,304.3603774,36495,303.0375943,36495,132.278315,36495,299.4300039,36495,304.2401244,36495,254.9363889,36495,67.34168762,36495,278.9869916,36495,216.4554245
36498.54016,240.5754242,36498.54016,129.9107291,36498.54016,264.6329666,36498.54016,295.9077718,36498.54016,235.7639157,36498.54016,158.77978,36498.54016,214.1121275,36498.54016,192.4603394,36498.54016,288.690509,36498.54016,293.5020175,36498.54016,269.4444751,36498.54016,120.2877121,36498.54016,294.9454701,36498.54016,283.8790005,36498.54016,168.4027969,36498.54016,274.2559836,36498.54016,293.9831684,36498.54016,300.7192802,36498.54016,298.313526,36498.54016,144.3452545,36498.54016,360.8631363,36498.54016,173.2143054,36498.54016,304.4481993,36498.54016,303.1250345,36498.54016,132.3164833,36498.54016,299.5164031,36498.54016,304.3279116,36498.54016,255.0099496,36498.54016,67.36111877,36498.54016,279.0674921,36498.54016,216.5178818
36501.51385,240.6378326,36501.51385,129.9444296,36501.51385,264.7016159,36501.51385,295.9845341,36501.51385,235.8250759,36501.51385,158.8209695,36501.51385,214.1676711,36501.51385,192.5102661,36501.51385,288.7653992,36501.51385,293.5781558,36501.51385,269.5143726,36501.51385,120.3189163,36501.51385,295.0219828,36501.51385,283.9526425,36501.51385,168.4464828,36501.51385,274.3271292,36501.51385,294.0594315,36501.51385,300.7972908,36501.51385,298.3909125,36501.51385,144.3826996,36501.51385,360.956749,36501.51385,173.2592395,36501.51385,304.5271772,36501.51385,303.2036691,36501.51385,132.350808,36501.51385,299.5941016,36501.51385,304.4068583,36501.51385,255.0761026,36501.51385,67.37859314,36501.51385,279.1398859,36501.51385,216.5740494
36505.13287,240.7141266,36505.13287,129.9856284,36505.13287,264.7855392,36505.13287,296.0783757,36505.13287,235.8998441,36505.13287,158.8713235,36505.13287,214.2355727,36505.13287,192.5713013,36505.13287,288.8569519,36505.13287,293.6712344,36505.13287,269.5998218,36505.13287,120.3570633,36505.13287,295.1155192,36505.13287,284.0426694,36505.13287,168.4998886,36505.13287,274.4141043,36505.13287,294.1526627,36505.13287,300.8926582,36505.13287,298.485517,36505.13287,144.428476,36505.13287,361.0711899,36505.13287,173.3141711,36505.13287,304.6237272,36505.13287,303.2997995,36505.13287,132.3927696,36505.13287,299.6890876,36505.13287,304.5033701,36505.13287,255.1569742,36505.13287,67.39995544,36505.13287,279.2283868,36505.13287,216.6427139
36508.9328,240.7960815,36508.9328,130.029884,36508.9328,264.8756897,36508.9328,296.1791803,36508.9328,235.9801599,36508.9328,158.9254138,36508.9328,214.3085126,36508.9328,192.6368652,36508.9328,288.9552979,36508.9328,293.7712195,36508.9328,269.6916113,36508.9328,120.3980408,36508.9328,295.215996,36508.9328,284.1393762,36508.9328,168.5572571,36508.9328,274.507533,36508.9328,294.2528116,36508.9328,300.9951019,36508.9328,298.5871411,36508.9328,144.4776489,36508.9328,361.1941223,36508.9328,173.3731787,36508.9328,304.7274412,36508.9328,303.4030627,36508.9328,132.4378448,36508.9328,299.7911215,36508.9328,304.6070432,36508.9328,255.2438464,36508.9328,67.42290283,36508.9328,279.3234546,36508.9328,216.7164734
36512.92279,240.8838654,36512.92279,130.0772873,36512.92279,264.9722519,36512.92279,296.2871544,36512.92279,236.0661881,36512.92279,158.9833511,36512.92279,214.3866402,36512.92279,192.7070923,36512.92279,289.0606384,36512.92279,293.8783157,36512.92279,269.7899292,36512.92279,120.4419327,36512.92279,295.3236189,36512.92279,284.2429611,36512.92279,168.6187057,36512.92279,274.6076065,36512.92279,294.3600835,36512.92279,301.1048317,36512.92279,298.695993,36512.92279,144.5303192,36512.92279,361.325798,36512.92279,173.4363831,36512.92279,304.8385316,36512.92279,303.5136703,36512.92279,132.4861259,36512.92279,299.9004124,36512.92279,304.7180897,36512.92279,255.3368973,36512.92279,67.4474823,36512.92279,279.4252838,36512.92279,216.7954788
36517.11224,240.9758148,36517.11224,130.12694,36517.11224,265.0733963,36517.11224,296.4002522,36517.11224,236.1562985,36517.11224,159.0440378,36517.11224,214.4684752,36517.11224,192.7806519,36517.11224,289.1709778,36517.11224,293.9904941,36517.11224,269.8929126,36517.11224,120.4879074,36517.11224,295.436349,36517.11224,284.3514615,36517.11224,168.6830704,36517.11224,274.7124289,36517.11224,294.4724457,36517.11224,301.2197685,36517.11224,298.8100104,36517.11224,144.5854889,36517.11224,361.4637222,36517.11224,173.5025867,36517.11224,304.9548937,36517.11224,303.6295267,36517.11224,132.5366982,36517.11224,300.0148895,36517.11224,304.8344057,36517.11224,255.4343637,36517.11224,67.47322815,36517.11224,279.5319452,36517.11224,216.8782333
36521.55609,241.0711517,36521.55609,130.1784219,36521.55609,265.1782669,36521.55609,296.5175166,36521.55609,236.2497287,36521.55609,159.1069601,36521.55609,214.553325,36521.55609,192.8569214,36521.55609,289.2853821,36521.55609,294.1068051,36521.55609,269.9996899,36521.55609,120.5355759,36521.55609,295.553232,36521.55609,284.463959,36521.55609,168.7498062,36521.55609,274.821113,36521.55609,294.5889474,36521.55609,301.3389397,36521.55609,298.9282281,36521.55609,144.642691,36521.55609,361.6067276,36521.55609,173.5712292,36521.55609,305.0755425,36521.55609,303.7496512,36521.55609,132.5891335,36521.55609,300.1335839,36521.55609,304.9550069,36521.55609,255.5354208,36521.55609,67.49992249,36521.55609,279.642536,36521.55609,216.9640366
36526,241.1641083,36526,130.2286185,36526,265.2805191,36526,296.6318532,36526,236.3408261,36526,159.1683115,36526,214.6360564,36526,192.9312866,36526,289.3969299,36526,294.2202121,36526,270.1038013,36526,120.5820541,36526,295.6671967,36526,284.5736478,36526,168.8148758,36526,274.9270834,36526,294.7025403,36526,301.4551353,36526,299.0434943,36526,144.698465,36526,361.7461624,36526,173.638158,36526,305.193179,36526,303.8667764,36526,132.6402596,36526,300.2493148,36526,305.072597,36526,255.6339548,36526,67.52595032,36526,279.7503656,36526,217.0476974
36531.55487,241.3425446,36531.55487,130.3249741,36531.55487,265.476799,36531.55487,296.8513298,36531.55487,236.5156937,36531.55487,159.2860794,36531.55487,214.7948647,36531.55487,193.0740356,36531.55487,289.6110535,36531.55487,294.4379044,36531.55487,270.3036499,36531.55487,120.6712723,36531.55487,295.8859596,36531.55487,284.7842026,36531.55487,168.9397812,36531.55487,275.1305008,36531.55487,294.9205894,36531.55487,301.6781807,36531.55487,299.2647552,36531.55487,144.8055267,36531.55487,362.0138168,36531.55487,173.7666321,36531.55487,305.4189901,36531.55487,304.0916061,36531.55487,132.7383995,36531.55487,300.471468,36531.55487,305.2983189,36531.55487,255.8230972,36531.55487,67.57591248,36531.55487,279.9573517,36531.55487,217.2082901
36537.38745,241.5196991,36537.38745,130.4206375,36537.38745,265.671669,36537.38745,297.0692299,36537.38745,236.6893051,36537.38745,159.4030014,36537.38745,214.9525322,36537.38745,193.2157593,36537.38745,289.8236389,36537.38745,294.6540329,36537.38745,270.502063,36537.38745,120.7598495,36537.38745,296.1031511,36537.38745,284.9932449,36537.38745,169.0637894,36537.38745,275.332457,36537.38745,295.1370723,36537.38745,301.8996239,36537.38745,299.4844269,36537.38745,144.9118195,36537.38745,362.2795486,36537.38745,173.8941833,36537.38745,305.6431792,36537.38745,304.3148209,36537.38745,132.8358345,36537.38745,300.6920254,36537.38745,305.5224194,36537.38745,256.010881,36537.38745,67.62551575,36537.38745,280.162851,36537.38745,217.3677292
36543.51172,241.6978149,36543.51172,130.5168201,36543.51172,265.8675964,36543.51172,297.2883124,36543.51172,236.8638586,36543.51172,159.5205579,36543.51172,215.1110553,36543.51172,193.358252,36543.51172,290.0373779,36543.51172,294.8713342,36543.51172,270.7015527,36543.51172,120.8489075,36543.51172,296.3215211,36543.51172,285.2034216,36543.51172,169.1884705,36543.51172,275.535509,36543.51172,295.3547299,36543.51172,302.1222687,36543.51172,299.7052905,36543.51172,145.018689,36543.51172,362.5467224,36543.51172,174.0224268,36543.51172,305.8685848,36543.51172,304.5392468,36543.51172,132.9337982,36543.51172,300.9137796,36543.51172,305.7477359,36543.51172,256.1996838,36543.51172,67.67538818,36543.51172,280.3694653,36543.51172,217.5280334
36550.25586,241.8858948,36550.25586,130.6183832,36550.25586,266.0744843,36550.25586,297.5196506,36550.25586,237.0481769,36550.25586,159.6446906,36550.25586,215.2784464,36550.25586,193.5087158,36550.25586,290.2630737,36550.25586,295.1007916,36550.25586,270.9122021,36550.25586,120.9429474,36550.25586,296.552107,36550.25586,285.4253558,36550.25586,169.3201263,36550.25586,275.74992,36550.25586,295.5845634,36550.25586,302.3573685,36550.25586,299.9385095,36550.25586,145.1315369,36550.25586,362.8288422,36550.25586,174.1578442,36550.25586,306.1065998,36550.25586,304.7762274,36550.25586,133.0372421,36550.25586,301.147939,36550.25586,305.9856569,36550.25586,256.3990485,36550.25586,67.72805054,36550.25586,280.5876379,36550.25586,217.6973053
36557,242.0674438,36557,130.7164197,36557,266.2741882,36557,297.7429559,36557,237.2260949,36557,159.7645129,36557,215.440025,36557,193.6539551,36557,290.4809326,36557,295.3222815,36557,271.1155371,36557,121.0337219,36557,296.7746862,36557,285.6395837,36557,169.4472107,36557,275.956886,36557,295.8064164,36557,302.5843048,36557,300.1636304,36557,145.2404663,36557,363.1011658,36557,174.2885596,36557,306.3363502,36557,305.0049792,36557,133.1370941,36557,301.3739676,36557,306.2153165,36557,256.5914905,36557,67.77888428,36557,280.7982349,36557,217.8606995
36562.6651,242.1859283,36562.6651,130.7804013,36562.6651,266.4045212,36562.6651,297.8886919,36562.6651,237.3422097,36562.6651,159.8427127,36562.6651,215.5454762,36562.6651,193.7487427,36562.6651,290.623114,36562.6651,295.4668326,36562.6651,271.2482397,36562.6651,121.0929642,36562.6651,296.9199482,36562.6651,285.7793954,36562.6651,169.5301498,36562.6651,276.0919583,36562.6651,295.9512044,36562.6651,302.7324104,36562.6651,300.3105511,36562.6651,145.311557,36562.6651,363.2788925,36562.6651,174.3738684,36562.6651,306.4862923,36562.6651,305.1542697,36562.6651,133.2022606,36562.6651,301.5214808,36562.6651,306.3651994,36562.6651,256.717084,36562.6651,67.81205994,36562.6651,280.9356769,36562.6651,217.9673355
36568.66528,242.3149567,36568.66528,130.8500766,36568.66528,266.5464523,36568.66528,298.0473967,36568.66528,237.4686576,36568.66528,159.9278714,36568.66528,215.6603114,36568.66528,193.8519653,36568.66528,290.777948,36568.66528,295.6242471,36568.66528,271.3927515,36568.66528,121.1574783,36568.66528,297.0781369,36568.66528,285.9316489,36568.66528,169.6204697,36568.66528,276.2390506,36568.66528,296.108877,36568.66528,302.8936958,36568.66528,300.4705463,36568.66528,145.388974,36568.66528,363.472435,36568.66528,174.4667688,36568.66528,306.6495777,36568.66528,305.3168454,36568.66528,133.2732262,36568.66528,301.682121,36568.66528,306.5284202,36568.66528,256.8538541,36568.66528,67.84818787,36568.66528,281.0853497,36568.66528,218.083461
36574.96545,242.4438934,36574.96545,130.9197025,36574.96545,266.6882828,36574.96545,298.2059889,36574.96545,237.5950155,36574.96545,160.0129697,36574.96545,215.7750652,36574.96545,193.9551147,36574.96545,290.9326721,36574.96545,295.78155,36574.96545,271.5371606,36574.96545,121.2219467,36574.96545,297.2362133,36574.96545,286.0837943,36574.96545,169.7107254,36574.96545,276.3860385,36574.96545,296.2664378,36574.96545,303.0548668,36574.96545,300.6304279,36574.96545,145.4663361,36574.96545,363.6658401,36574.96545,174.5596033,36574.96545,306.8127471,36574.96545,305.4793057,36574.96545,133.3441414,36574.96545,301.8426473,36574.96545,306.6915252,36574.96545,256.990527,36574.96545,67.88429016,36574.96545,281.2349164,36574.96545,218.1995041
36580.48273,242.550293,36580.48273,130.9771582,36580.48273,266.8053223,36580.48273,298.3368604,36580.48273,237.6992871,36580.48273,160.0831934,36580.48273,215.8697607,36580.48273,194.0402344,36580.48273,291.0603516,36580.48273,295.9113574,36580.48273,271.6563281,36580.48273,121.2751465,36580.48273,297.3666592,36580.48273,286.2093457,36580.48273,169.7852051,36580.48273,276.507334,36580.48273,296.396458,36580.48273,303.1878662,36580.48273,300.7623633,36580.48273,145.5301758,36580.48273,363.8254395,36580.48273,174.6362109,36580.48273,306.9473958,36580.48273,305.6133691,36580.48273,133.4026611,36580.48273,301.9751147,36580.48273,306.8261206,36580.48273,257.1033105,36580.48273,67.91408203,36580.48273,281.3583398,36580.48273,218.2952637
36586,242.6525116,36586,131.0323563,36586,266.9177628,36586,298.4625893,36586,237.7994614,36586,160.1506577,36586,215.9607353,36586,194.1220093,36586,291.1830139,36586,296.0360641,36586,271.770813,36586,121.3262558,36586,297.4919792,36586,286.3299637,36586,169.8567581,36586,276.6238632,36586,296.5213692,36586,303.3156395,36586,300.8891144,36586,145.591507,36586,363.9787674,36586,174.7098083,36586,307.0767534,36586,305.7421646,36586,133.4588814,36586,302.1023769,36586,306.9554272,36586,257.2116623,36586,67.94270325,36586,281.4769135,36586,218.3872604
