Date,History,Date00,REF,Date01,Sim#01,Date02,Sim#02,Date03,Sim#03,Date04,Sim#04,Date,Sim#05,Date,Sim#06,Date,Sim#07,Date,Sim#08,Date,Sim#09,Date,Sim#10,Date,Sim#11,Date,Sim#12,Date,Sim#13,Date14,Sim#14,Date,Sim#15,Date,Sim#16,Date,Sim#17,Date,Sim#18,Date,Sim#19,Date,Sim#20,Date,Sim#21,Date,Sim#22,Date,Sim#23,Date,Sim#24,Date,Sim#25,Date,Sim#26,Date,Sim#27,Date,Sim#28,Date,Sim#29,Date,Sim#30
36580.48273,16523587,36580.48273,11566510.9,36580.48273,8922736.98,36580.48273,18175945.7,36580.48273,20324012.01,36580.48273,15697407.65,36580.48273,10905567.42,36580.48273,14705992.43,36580.48273,13218869.6,36580.48273,19828304.4,36580.48273,20158776.14,36580.48273,18506417.44,36580.48273,8261793.5,36580.48273,20257917.66,36580.48273,19497832.66,36580.48273,18650692,36580.48273,18836889.18,36580.48273,20191823.31,36580.48273,20654483.75,36580.48273,20489247.88,36580.48273,9914152.2,36580.48273,24785380.5,36580.48273,11896982.64,36580.48273,20910599.35,36580.48273,20819719.62,36580.48273,9087972.85,36580.48273,20571865.82,36580.48273,20902337.56,36580.48273,16854058.74,36580.48273,12392690.25,36580.48273,19167360.92,36580.48273,14871228.3
36586,16678551,36586,11674985.7,36586,9006417.54,36586,18346406.1,36586,20514617.73,36586,15844623.45,36586,11007843.66,36586,14843910.39,36586,13342840.8,36586,20014261.2,36586,20347832.22,36586,18679977.12,36586,8339275.5,36586,20447903.53,36586,19680690.18,36586,18808960,36586,19013548.14,36586,20381189.32,36586,20848188.75,36586,20681403.24,36586,10007130.6,36586,25017826.5,36586,12008556.72,36586,21106706.29,36586,21014974.26,36586,9173203.05,36586,20764796,36586,21098367.02,36586,17012122.02,36586,12508913.25,36586,19347119.16,36586,15010695.9
36587,16709097,36587,11696367.9,36587,9022912.38,36587,18380006.7,36587,20552189.31,36587,15873642.15,36587,11028004.02,36587,14871096.33,36587,13367277.6,36587,20050916.4,36587,20385098.34,36587,18714188.64,36587,8354548.5,36587,20485352.92,36587,19716734.46,36587,18840742,36587,19048370.58,36587,20418516.53,36587,20886371.25,36587,20719280.28,36587,10025458.2,36587,25063645.5,36587,12030549.84,36587,21145362.25,36587,21053462.22,36587,9190003.35,36587,20802825.77,36587,21137007.71,36587,17043278.94,36587,12531822.75,36587,19382552.52,36587,15038187.3
36588,16739718,36588,11717802.6,36588,9039447.72,36588,18413689.8,36588,20589853.14,36588,15902732.1,36588,11048213.88,36588,14898349.02,36588,13391774.4,36588,20087661.6,36588,20422455.96,36588,18748484.16,36588,8369859,36588,20522894.27,36588,19752867.24,36588,18872478,36588,19083278.52,36588,20455935.4,36588,20924647.5,36588,20757250.32,36588,10043830.8,36588,25109577,36588,12052596.96,36588,21184113.13,36588,21092044.68,36588,9206844.9,36588,20840948.91,36588,21175743.27,36588,17074512.36,36588,12554788.5,36588,19418072.88,36588,15065746.2
36589.25,16773859,36589.25,11741701.3,36589.25,9057883.86,36589.25,18451244.9,36589.25,20631846.57,36589.25,15935166.05,36589.25,11070746.94,36589.25,14928734.51,36589.25,13419087.2,36589.25,20128630.8,36589.25,20464107.98,36589.25,18786722.08,36589.25,8386929.5,36589.25,20564751.13,36589.25,19793153.62,36589.25,18906984,36589.25,19122199.26,36589.25,20497655.7,36589.25,20967323.75,36589.25,20799585.16,36589.25,10064315.4,36589.25,25160788.5,36589.25,12077178.48,36589.25,21227318.56,36589.25,21135062.34,36589.25,9225622.45,36589.25,20883454.46,36589.25,21218931.64,36589.25,17109336.18,36589.25,12580394.25,36589.25,19457676.44,36589.25,15096473.1
36590.8125,16816534,36590.8125,11771573.8,36590.8125,9080928.36,36590.8125,18498187.4,36590.8125,20684336.82,36590.8125,15975707.3,36590.8125,11098912.44,36590.8125,14966715.26,36590.8125,13453227.2,36590.8125,20179840.8,36590.8125,20516171.48,36590.8125,18834518.08,36590.8125,8408267,36590.8125,20617070.68,36590.8125,19843510.12,36590.8125,18950300,36590.8125,19170848.76,36590.8125,20549804.55,36590.8125,21020667.5,36590.8125,20852502.16,36590.8125,10089920.4,36590.8125,25224801,36590.8125,12107904.48,36590.8125,21281323.78,36590.8125,21188832.84,36590.8125,9249093.7,36590.8125,20936584.83,36590.8125,21272915.51,36590.8125,17152864.68,36590.8125,12612400.5,36590.8125,19507179.44,36590.8125,15134880.6
36592.76563,16869880,36592.76563,11808916,36592.76563,9109735.2,36592.76563,18556868,36592.76563,20749952.4,36592.76563,16026386,36592.76563,11134120.8,36592.76563,15014193.2,36592.76563,13495904,36592.76563,20243856,36592.76563,20581253.6,36592.76563,18894265.6,36592.76563,8434940,36592.76563,20682472.88,36592.76563,19906458.4,36592.76563,19004494,36592.76563,19231663.2,36592.76563,20614993.36,36592.76563,21087350,36592.76563,20918651.2,36592.76563,10121928,36592.76563,25304820,36592.76563,12146313.6,36592.76563,21348833.14,36592.76563,21256048.8,36592.76563,9278434,36592.76563,21003000.6,36592.76563,21340398.2,36592.76563,17207277.6,36592.76563,12652410,36592.76563,19569060.8,36592.76563,15182892
36595.20703,16936560,36595.20703,11855592,36595.20703,9145742.4,36595.20703,18630216,36595.20703,20831968.8,36595.20703,16089732,36595.20703,11178129.6,36595.20703,15073538.4,36595.20703,13549248,36595.20703,20323872,36595.20703,20662603.2,36595.20703,18968947.2,36595.20703,8468280,36595.20703,20764222.56,36595.20703,19985140.8,36595.20703,19072198,36595.20703,19307678.4,36595.20703,20696476.32,36595.20703,21170700,36595.20703,21001334.4,36595.20703,10161936,36595.20703,25404840,36595.20703,12194323.2,36595.20703,21433216.68,36595.20703,21340065.6,36595.20703,9315108,36595.20703,21086017.2,36595.20703,21424748.4,36595.20703,17275291.2,36595.20703,12702420,36595.20703,19646409.6,36595.20703,15242904
36598.25879,17019912,36598.25879,11913938.4,36598.25879,9190752.48,36598.25879,18721903.2,36598.25879,20934491.76,36598.25879,16168916.4,36598.25879,11233141.92,36598.25879,15147721.68,36598.25879,13615929.6,36598.25879,20423894.4,36598.25879,20764292.64,36598.25879,19062301.44,36598.25879,8509956,36598.25879,20866412.11,36598.25879,20083496.16,36598.25879,19156716,36598.25879,19402699.68,36598.25879,20798332.46,36598.25879,21274890,36598.25879,21104690.88,36598.25879,10211947.2,36598.25879,25529868,36598.25879,12254336.64,36598.25879,21538698.64,36598.25879,21445089.12,36598.25879,9360951.6,36598.25879,21189790.44,36598.25879,21530188.68,36598.25879,17360310.24,36598.25879,12764934,36598.25879,19743097.92,36598.25879,15317920.8
36602.07349,17124100,36602.07349,11986870,36602.07349,9247014,36602.07349,18836510,36602.07349,21062643,36602.07349,16267895,36602.07349,11301906,36602.07349,15240449,36602.07349,13699280,36602.07349,20548920,36602.07349,20891402,36602.07349,19178992,36602.07349,8562050,36602.07349,20994146.6,36602.07349,20206438,36602.07349,19262150,36602.07349,19521474,36602.07349,20925650.2,36602.07349,21405125,36602.07349,21233884,36602.07349,10274460,36602.07349,25686150,36602.07349,12329352,36602.07349,21670548.55,36602.07349,21576366,36602.07349,9418255,36602.07349,21319504.5,36602.07349,21661986.5,36602.07349,17466582,36602.07349,12843075,36602.07349,19863956,36602.07349,15411690
36606.84186,17254336,36606.84186,12078035.2,36606.84186,9317341.44,36606.84186,18979769.6,36606.84186,21222833.28,36606.84186,16391619.2,36606.84186,11387861.76,36606.84186,15356359.04,36606.84186,13803468.8,36606.84186,20705203.2,36606.84186,21050289.92,36606.84186,19324856.32,36606.84186,8627168,36606.84186,21153815.94,36606.84186,20360116.48,36606.84186,19393626,36606.84186,19669943.04,36606.84186,21084798.59,36606.84186,21567920,36606.84186,21395376.64,36606.84186,10352601.6,36606.84186,25881504,36606.84186,12423121.92,36606.84186,21835362.21,36606.84186,21740463.36,36606.84186,9489884.8,36606.84186,21481648.32,36606.84186,21826735.04,36606.84186,17599422.72,36606.84186,12940752,36606.84186,20015029.76,36606.84186,15528902.4
36611.9209,17393058,36611.9209,12175140.6,36611.9209,9392251.32,36611.9209,19132363.8,36611.9209,21393461.34,36611.9209,16523405.1,36611.9209,11479418.28,36611.9209,15479821.62,36611.9209,13914446.4,36611.9209,20871669.6,36611.9209,21219530.76,36611.9209,19480224.96,36611.9209,8696529,36611.9209,21323889.11,36611.9209,20523808.44,36611.9209,19533340,36611.9209,19828086.12,36611.9209,21254316.88,36611.9209,21741322.5,36611.9209,21567391.92,36611.9209,10435834.8,36611.9209,26089587,36611.9209,12523001.76,36611.9209,22010914.9,36611.9209,21915253.08,36611.9209,9566181.9,36611.9209,21654357.21,36611.9209,22002218.37,36611.9209,17740919.16,36611.9209,13044793.5,36611.9209,20175947.28,36611.9209,15653752.2
36617,17531780,36617,12272246,36617,9467161.2,36617,19284958,36617,21564089.4,36617,16655191,36617,11570974.8,36617,15603284.2,36617,14025424,36617,21038136,36617,21388771.6,36617,19635593.6,36617,8765890,36617,21493962.28,36617,20687500.4,36617,19672760,36617,19986229.2,36617,21423835.16,36617,21914725,36617,21739407.2,36617,10519068,36617,26297670,36617,12622881.6,36617,22186467.59,36617,22090042.8,36617,9642479,36617,21827066.1,36617,22177701.7,36617,17882415.6,36617,13148835,36617,20336864.8,36617,15778602
36622.33301,17636994,36622.33301,12345895.8,36622.33301,9523976.76,36622.33301,19400693.4,36622.33301,21693502.62,36622.33301,16755144.3,36622.33301,11640416.04,36622.33301,15696924.66,36622.33301,14109595.2,36622.33301,21164392.8,36622.33301,21517132.68,36622.33301,19753433.28,36622.33301,8818497,36622.33301,21622954.64,36622.33301,20811652.92,36622.33301,19776734,36622.33301,20106173.16,36622.33301,21552406.67,36622.33301,22046242.5,36622.33301,21869872.56,36622.33301,10582196.4,36622.33301,26455491,36622.33301,12698635.68,36622.33301,22319615.91,36622.33301,22222612.44,36622.33301,9700346.7,36622.33301,21958057.53,36622.33301,22310797.41,36622.33301,17989733.88,36622.33301,13227745.5,36622.33301,20458913.04,36622.33301,15873294.6
36627.93268,17747466,36627.93268,12423226.2,36627.93268,9583631.64,36627.93268,19522212.6,36627.93268,21829383.18,36627.93268,16860092.7,36627.93268,11713327.56,36627.93268,15795244.74,36627.93268,14197972.8,36627.93268,21296959.2,36627.93268,21651908.52,36627.93268,19877161.92,36627.93268,8873733,36627.93268,21758393.32,36627.93268,20942009.88,36627.93268,19886236,36627.93268,20232111.24,36627.93268,21687403.45,36627.93268,22184332.5,36627.93268,22006857.84,36627.93268,10648479.6,36627.93268,26621199,36627.93268,12778175.52,36627.93268,22459418.22,36627.93268,22361807.16,36627.93268,9761106.3,36627.93268,22095595.17,36627.93268,22450544.49,36627.93268,18102415.32,36627.93268,13310599.5,36627.93268,20587060.56,36627.93268,15972719.4
36634.93231,17885558,36634.93231,12519890.6,36634.93231,9658201.32,36634.93231,19674113.8,36634.93231,21999236.34,36634.93231,16991280.1,36634.93231,11804468.28,36634.93231,15918146.62,36634.93231,14308446.4,36634.93231,21462669.6,36634.93231,21820380.76,36634.93231,20031824.96,36634.93231,8942779,36634.93231,21927694.11,36634.93231,21104958.44,36634.93231,20023588,36634.93231,20389536.12,36634.93231,21856151.88,36634.93231,22356947.5,36634.93231,22178091.92,36634.93231,10731334.8,36634.93231,26828337,36634.93231,12877601.76,36634.93231,22634173.65,36634.93231,22535803.08,36634.93231,9837056.9,36634.93231,22267519.71,36634.93231,22625230.87,36634.93231,18243269.16,36634.93231,13414168.5,36634.93231,20747247.28,36634.93231,16097002.2
36640.96613,18004598,36640.96613,12603218.6,36640.96613,9722482.92,36640.96613,19805057.8,36640.96613,22145655.54,36640.96613,17104368.1,36640.96613,11883034.68,36640.96613,16024092.22,36640.96613,14403678.4,36640.96613,21605517.6,36640.96613,21965609.56,36640.96613,20165149.76,36640.96613,9002299,36640.96613,22073637.15,36640.96613,21245425.64,36640.96613,20142394,36640.96613,20525241.72,36640.96613,22001618.76,36640.96613,22505747.5,36640.96613,22325701.52,36640.96613,10802758.8,36640.96613,27006897,36640.96613,12963310.56,36640.96613,22784818.77,36640.96613,22685793.48,36640.96613,9902528.9,36640.96613,22415724.51,36640.96613,22775816.47,36640.96613,18364689.96,36640.96613,13503448.5,36640.96613,20885333.68,36640.96613,16204138.2
36647,18123638,36647,12686546.6,36647,9786764.52,36647,19936001.8,36647,22292074.74,36647,17217456.1,36647,11961601.08,36647,16130037.82,36647,14498910.4,36647,21748365.6,36647,22110838.36,36647,20298474.56,36647,9061819,36647,22219580.19,36647,21385892.84,36647,20261662,36647,20660947.32,36647,22147085.64,36647,22654547.5,36647,22473311.12,36647,10874182.8,36647,27185457,36647,13049019.36,36647,22935463.89,36647,22835783.88,36647,9968000.9,36647,22563929.31,36647,22926402.07,36647,18486110.76,36647,13592728.5,36647,21023420.08,36647,16311274.2
36654.5423,18343178,36654.5423,12840224.6,36654.5423,9905316.12,36654.5423,20177495.8,36654.5423,22562108.94,36654.5423,17426019.1,36654.5423,12106497.48,36654.5423,16325428.42,36654.5423,14674542.4,36654.5423,22011813.6,36654.5423,22378677.16,36654.5423,20544359.36,36654.5423,9171589,36654.5423,22488736.23,36654.5423,21644950.04,36654.5423,20487636,36654.5423,20911222.92,36654.5423,22415363.52,36654.5423,22928972.5,36654.5423,22745540.72,36654.5423,11005906.8,36654.5423,27514767,36654.5423,13207088.16,36654.5423,23213291.76,36654.5423,23112404.28,36654.5423,10088747.9,36654.5423,22837256.61,36654.5423,23204120.17,36654.5423,18710041.56,36654.5423,13757383.5,36654.5423,21278086.48,36654.5423,16508860.2
36662.46173,18573696,36662.46173,13001587.2,36662.46173,10029795.84,36662.46173,20431065.6,36662.46173,22845646.08,36662.46173,17645011.2,36662.46173,12258639.36,36662.46173,16530589.44,36662.46173,14858956.8,36662.46173,22288435.2,36662.46173,22659909.12,36662.46173,20802539.52,36662.46173,9286848,36662.46173,22771351.3,36662.46173,21916961.28,36662.46173,20724806,36662.46173,21174013.44,36662.46173,22697056.51,36662.46173,23217120,36662.46173,23031383.04,36662.46173,11144217.6,36662.46173,27860544,36662.46173,13373061.12,36662.46173,23505012.29,36662.46173,23402856.96,36662.46173,10215532.8,36662.46173,23124251.52,36662.46173,23495725.44,36662.46173,18945169.92,36662.46173,13930272,36662.46173,21545487.36,36662.46173,16716326.4
36667.2309,18712516,36667.2309,13098761.2,36667.2309,10104758.64,36667.2309,20583767.6,36667.2309,23016394.68,36667.2309,17776890.2,36667.2309,12350260.56,36667.2309,16654139.24,36667.2309,14970012.8,36667.2309,22455019.2,36667.2309,22829269.52,36667.2309,20958017.92,36667.2309,9356258,36667.2309,22941544.62,36667.2309,22080768.88,36667.2309,20868010,36667.2309,21332268.24,36667.2309,22866694.55,36667.2309,23390645,36667.2309,23203519.84,36667.2309,11227509.6,36667.2309,28068774,36667.2309,13473011.52,36667.2309,23680689,36667.2309,23577770.16,36667.2309,10291883.8,36667.2309,23297082.42,36667.2309,23671332.74,36667.2309,19086766.32,36667.2309,14034387,36667.2309,21706518.56,36667.2309,16841264.4
36672,18851336,36672,13195935.2,36672,10179721.44,36672,20736469.6,36672,23187143.28,36672,17908769.2,36672,12441881.76,36672,16777689.04,36672,15081068.8,36672,22621603.2,36672,22998629.92,36672,21113496.32,36672,9425668,36672,23111737.94,36672,22244576.48,36672,21011590,36672,21490523.04,36672,23036332.59,36672,23564170,36672,23375656.64,36672,11310801.6,36672,28277004,36672,13572961.92,36672,23856365.71,36672,23752683.36,36672,10368234.8,36672,23469913.32,36672,23846940.04,36672,19228362.72,36672,14138502,36672,21867549.76,36672,16966202.4
36678,19021412,36678,13314988.4,36678,10271562.48,36678,20923553.2,36678,23396336.76,36678,18070341.4,36678,12554131.92,36678,16929056.68,36678,15217129.6,36678,22825694.4,36678,23206122.64,36678,21303981.44,36678,9510706,36678,23320251.11,36678,22445266.16,36678,21187844,36678,21684409.68,36678,23244165.46,36678,23776765,36678,23586550.88,36678,11412847.2,36678,28532118,36678,13695416.64,36678,24071596.89,36678,23966979.12,36678,10461776.6,36678,23681657.94,36678,24062086.18,36678,19401840.24,36678,14266059,36678,22064837.92,36678,17119270.8
36682,19130174,36682,13391121.8,36682,10330293.96,36682,21043191.4,36682,23530114.02,36682,18173665.3,36682,12625914.84,36682,17025854.86,36682,15304139.2,36682,22956208.8,36682,23338812.28,36682,21425794.88,36682,9565087,36682,23453593.32,36682,22573605.32,36682,21304818,36682,21808398.36,36682,23377072.63,36682,23912717.5,36682,23721415.76,36682,11478104.4,36682,28695261,36682,13773725.28,36682,24209235.2,36682,24104019.24,36682,10521595.7,36682,23817066.63,36682,24199670.11,36682,19512777.48,36682,14347630.5,36682,22191001.84,36682,17217156.6
36686,19238938,36686,13467256.6,36686,10389026.52,36686,21162831.8,36686,23663893.74,36686,18276991.1,36686,12697699.08,36686,17122654.82,36686,15391150.4,36686,23086725.6,36686,23471504.36,36686,21547610.56,36686,9619469,36686,23586937.99,36686,22701946.84,36686,21422184,36686,21932389.32,36686,23509982.24,36686,24048672.5,36686,23856283.12,36686,11543362.8,36686,28858407,36686,13852035.36,36686,24346876.04,36686,24241061.88,36686,10581415.9,36686,23952477.81,36686,24337256.57,36686,19623716.76,36686,14429203.5,36686,22317168.08,36686,17315044.2
36691,19382022,36691,13567415.4,36691,10466291.88,36691,21320224.2,36691,23839887.06,36691,18412920.9,36691,12792134.52,36691,17249999.58,36691,15505617.6,36691,23258426.4,36691,23646066.84,36691,21707864.64,36691,9691011,36691,23762358.97,36691,22870785.96,36691,21582766,36691,22095505.08,36691,23684830.88,36691,24227527.5,36691,24033707.28,36691,11629213.2,36691,29073033,36691,13955055.84,36691,24527948.84,36691,24421347.72,36691,10660112.1,36691,24130617.39,36691,24518257.83,36691,19769662.44,36691,14536516.5,36691,22483145.52,36691,17443819.8
36697.25,19560878,36697.25,13692614.6,36697.25,10562874.12,36697.25,21516965.8,36697.25,24059879.94,36697.25,18582834.1,36697.25,12910179.48,36697.25,17409181.42,36697.25,15648702.4,36697.25,23473053.6,36697.25,23864271.16,36697.25,21908183.36,36697.25,9780439,36697.25,23981636.43,36697.25,23081836.04,36697.25,21783516,36697.25,22299400.92,36697.25,23903392.92,36697.25,24451097.5,36697.25,24255488.72,36697.25,11736526.8,36697.25,29341317,36697.25,14083832.16,36697.25,24754291.11,36697.25,24646706.28,36697.25,10758482.9,36697.25,24353293.11,36697.25,24744510.67,36697.25,19952095.56,36697.25,14670658.5,36697.25,22690618.48,36697.25,17604790.2
36702.125,19700386,36702.125,13790270.2,36702.125,10638208.44,36702.125,21670424.6,36702.125,24231474.78,36702.125,18715366.7,36702.125,13002254.76,36702.125,17533343.54,36702.125,15760308.8,36702.125,23640463.2,36702.125,24034470.92,36702.125,22064432.32,36702.125,9850193,36702.125,24152673.24,36702.125,23246455.48,36702.125,21939890,36702.125,22458440.04,36702.125,24073871.69,36702.125,24625482.5,36702.125,24428478.64,36702.125,11820231.6,36702.125,29550579,36702.125,14184277.92,36702.125,24930838.48,36702.125,24822486.36,36702.125,10835212.3,36702.125,24526980.57,36702.125,24920988.29,36702.125,20094393.72,36702.125,14775289.5,36702.125,22852447.76,36702.125,17730347.4
36707,19839894,36707,13887925.8,36707,10713542.76,36707,21823883.4,36707,24403069.62,36707,18847899.3,36707,13094330.04,36707,17657505.66,36707,15871915.2,36707,23807872.8,36707,24204670.68,36707,22220681.28,36707,9919947,36707,24323710.04,36707,23411074.92,36707,22095668,36707,22617479.16,36707,24244350.47,36707,24799867.5,36707,24601468.56,36707,11903936.4,36707,29759841,36707,14284723.68,36707,25107385.86,36707,24998266.44,36707,10911941.7,36707,24700668.03,36707,25097465.91,36707,20236691.88,36707,14879920.5,36707,23014277.04,36707,17855904.6
36708,19865660,36708,13905962,36708,10727456.4,36708,21852226,36708,24434761.8,36708,18872377,36708,13111335.6,36708,17680437.4,36708,15892528,36708,23838792,36708,24236105.2,36708,22249539.2,36708,9932830,36708,24355299.16,36708,23441478.8,36708,22123596,36708,22646852.4,36708,24275836.52,36708,24832075,36708,24633418.4,36708,11919396,36708,29798490,36708,14303275.2,36708,25139992.73,36708,25030731.6,36708,10926113,36708,24732746.7,36708,25130059.9,36708,20262973.2,36708,14899245,36708,23044165.6,36708,17879094
36709.25,19902056,36709.25,13931439.2,36709.25,10747110.24,36709.25,21892261.6,36709.25,24479528.88,36709.25,18906953.2,36709.25,13135356.96,36709.25,17712829.84,36709.25,15921644.8,36709.25,23882467.2,36709.25,24280508.32,36709.25,22290302.72,36709.25,9951028,36709.25,24399920.66,36709.25,23484426.08,36709.25,22164350,36709.25,22688343.84,36709.25,24320312.43,36709.25,24877570,36709.25,24678549.44,36709.25,11941233.6,36709.25,29853084,36709.25,14329480.32,36709.25,25186051.87,36709.25,25076590.56,36709.25,10946130.8,36709.25,24778059.72,36709.25,25176100.84,36709.25,20300097.12,36709.25,14926542,36709.25,23086384.96,36709.25,17911850.4
36710.8125,19947552,36710.8125,13963286.4,36710.8125,10771678.08,36710.8125,21942307.2,36710.8125,24535488.96,36710.8125,18950174.4,36710.8125,13165384.32,36710.8125,17753321.28,36710.8125,15958041.6,36710.8125,23937062.4,36710.8125,24336013.44,36710.8125,22341258.24,36710.8125,9973776,36710.8125,24455698.75,36710.8125,23538111.36,36710.8125,22215136,36710.8125,22740209.28,36710.8125,24375908.54,36710.8125,24934440,36710.8125,24734964.48,36710.8125,11968531.2,36710.8125,29921328,36710.8125,14362237.44,36710.8125,25243627.06,36710.8125,25133915.52,36710.8125,10971153.6,36710.8125,24834702.24,36710.8125,25233653.28,36710.8125,20346503.04,36710.8125,14960664,36710.8125,23139160.32,36710.8125,17952796.8
36712.76563,20004420,36712.76563,14003094,36712.76563,10802386.8,36712.76563,22004862,36712.76563,24605436.6,36712.76563,19004199,36712.76563,13202917.2,36712.76563,17803933.8,36712.76563,16003536,36712.76563,24005304,36712.76563,24405392.4,36712.76563,22404950.4,36712.76563,10002210,36712.76563,24525418.92,36712.76563,23605215.6,36712.76563,22278454,36712.76563,22805038.8,36712.76563,24445401.24,36712.76563,25005525,36712.76563,24805480.8,36712.76563,12002652,36712.76563,30006630,36712.76563,14403182.4,36712.76563,25315593.51,36712.76563,25205569.2,36712.76563,11002431,36712.76563,24905502.9,36712.76563,25305591.3,36712.76563,20404508.4,36712.76563,15003315,36712.76563,23205127.2,36712.76563,18003978
36715.20703,20075508,36715.20703,14052855.6,36715.20703,10840774.32,36715.20703,22083058.8,36715.20703,24692874.84,36715.20703,19071732.6,36715.20703,13249835.28,36715.20703,17867202.12,36715.20703,16060406.4,36715.20703,24090609.6,36715.20703,24492119.76,36715.20703,22484568.96,36715.20703,10037754,36715.20703,24612572.81,36715.20703,23689099.44,36715.20703,22357454,36715.20703,22886079.12,36715.20703,24532270.78,36715.20703,25094385,36715.20703,24893629.92,36715.20703,12045304.8,36715.20703,30113262,36715.20703,14454365.76,36715.20703,25405555.37,36715.20703,25295140.08,36715.20703,11041529.4,36715.20703,24994007.46,36715.20703,25395517.62,36715.20703,20477018.16,36715.20703,15056631,36715.20703,23287589.28,36715.20703,18067957.2
36718.25879,20164366,36718.25879,14115056.2,36718.25879,10888757.64,36718.25879,22180802.6,36718.25879,24802170.18,36718.25879,19156147.7,36718.25879,13308481.56,36718.25879,17946285.74,36718.25879,16131492.8,36718.25879,24197239.2,36718.25879,24600526.52,36718.25879,22584089.92,36718.25879,10082183,36718.25879,24721512.72,36718.25879,23793951.88,36718.25879,22456044,36718.25879,22987377.24,36718.25879,24640855.25,36718.25879,25205457.5,36718.25879,25003813.84,36718.25879,12098619.6,36718.25879,30246549,36718.25879,14518343.52,36718.25879,25518005.17,36718.25879,25407101.16,36718.25879,11090401.3,36718.25879,25104635.67,36718.25879,25507922.99,36718.25879,20567653.32,36718.25879,15123274.5,36718.25879,23390664.56,36718.25879,18147929.4
36722.07349,20275438,36722.07349,14192806.6,36722.07349,10948736.52,36722.07349,22302981.8,36722.07349,24938788.74,36722.07349,19261666.1,36722.07349,13381789.08,36722.07349,18045139.82,36722.07349,16220350.4,36722.07349,24330525.6,36722.07349,24736034.36,36722.07349,22708490.56,36722.07349,10137719,36722.07349,24857686.99,36722.07349,23925016.84,36722.07349,22579090,36722.07349,23113999.32,36722.07349,24776585.24,36722.07349,25344297.5,36722.07349,25141543.12,36722.07349,12165262.8,36722.07349,30413157,36722.07349,14598315.36,36722.07349,25658566.79,36722.07349,25547051.88,36722.07349,11151490.9,36722.07349,25242920.31,36722.07349,25648429.07,36722.07349,20680946.76,36722.07349,15206578.5,36722.07349,23519508.08,36722.07349,18247894.2
36726.84186,20414280,36726.84186,14289996,36726.84186,11023711.2,36726.84186,22455708,36726.84186,25109564.4,36726.84186,19393566,36726.84186,13473424.8,36726.84186,18168709.2,36726.84186,16331424,36726.84186,24497136,36726.84186,24905421.6,36726.84186,22863993.6,36726.84186,10207140,36726.84186,25027907.28,36726.84186,24088850.4,36726.84186,22732658,36726.84186,23272279.2,36726.84186,24946250.16,36726.84186,25517850,36726.84186,25313707.2,36726.84186,12248568,36726.84186,30621420,36726.84186,14698281.6,36726.84186,25834271.34,36726.84186,25721992.8,36726.84186,11227854,36726.84186,25415778.6,36726.84186,25824064.2,36726.84186,20822565.6,36726.84186,15310710,36726.84186,23680564.8,36726.84186,18372852
36732.80231,20587830,36732.80231,14411481,36732.80231,11117428.2,36732.80231,22646613,36732.80231,25323030.9,36732.80231,19558438.5,36732.80231,13587967.8,36732.80231,18323168.7,36732.80231,16470264,36732.80231,24705396,36732.80231,25117152.6,36732.80231,23058369.6,36732.80231,10293915,36732.80231,25240679.58,36732.80231,24293639.4,36732.80231,22924322,36732.80231,23470126.2,36732.80231,25158328.26,36732.80231,25734787.5,36732.80231,25528909.2,36732.80231,12352698,36732.80231,30881745,36732.80231,14823237.6,36732.80231,26053898.87,36732.80231,25940665.8,36732.80231,11323306.5,36732.80231,25631848.35,36732.80231,26043604.95,36732.80231,20999586.6,36732.80231,15440872.5,36732.80231,23881882.8,36732.80231,18529047
36739,20768288,36739,14537801.6,36739,11214875.52,36739,22845116.8,36739,25544994.24,36739,19729873.6,36739,13707070.08,36739,18483776.32,36739,16614630.4,36739,24921945.6,36739,25337311.36,36739,23260482.56,36739,10384144,36739,25461921.09,36739,24506579.84,36739,23123318,36739,23675848.32,36739,25378847.94,36739,25960360,36739,25752677.12,36739,12460972.8,36739,31152432,36739,14953167.36,36739,26282268.46,36739,26168042.88,36739,11422558.4,36739,25856518.56,36739,26271884.32,36739,21183653.76,36739,15576216,36739,24091214.08,36739,18691459.2
36740,20799052,36740,14559336.4,36740,11231488.08,36740,22878957.2,36740,25582833.96,36740,19759099.4,36740,13727374.32,36740,18511156.28,36740,16639241.6,36740,24958862.4,36740,25374843.44,36740,23294938.24,36740,10399526,36740,25499637.75,36740,24542881.36,36740,23156680,36740,23710919.28,36740,25416441.54,36740,25998815,36740,25790824.48,36740,12479431.2,36740,31198578,36740,14975317.44,36740,26321200.31,36740,26206805.52,36740,11439478.6,36740,25894819.74,36740,26310800.78,36740,21215033.04,36740,15599289,36740,24126900.32,36740,18719146.8
36741,20820922,36741,14574645.4,36741,11243297.88,36741,22903014.2,36741,25609734.06,36741,19779875.9,36741,13741808.52,36741,18530620.58,36741,16656737.6,36741,24985106.4,36741,25401524.84,36741,23319432.64,36741,10410461,36741,25526450.37,36741,24568687.96,36741,23180108,36741,23735851.08,36741,25443166.68,36741,26026152.5,36741,25817943.28,36741,12492553.2,36741,31231383,36741,14991063.84,36741,26348876.79,36741,26234361.72,36741,11451507.1,36741,25922047.89,36741,26338466.33,36741,21237340.44,36741,15615691.5,36741,24152269.52,36741,18738829.8
